province;red;green;blue;x;x
2370;191;171;151;x;x
2371;188;104;127;x;x
2372;162;154;50;x;x
2373;219;99;165;x;x
2374;47;74;116;x;x
2375;46;85;61;x;x
2376;68;243;88;x;x
2377;87;82;55;x;x
2378;60;226;94;x;x
2379;95;194;199;x;x
2380;76;238;9;x;x
2381;156;93;247;x;x
2382;11;37;210;x;x
2383;200;24;129;x;x
2384;28;248;97;x;x
2385;1;62;200;x;x
2386;196;105;34;x;x
2387;138;196;249;x;x
2388;180;75;208;x;x
2389;55;202;14;x;x
2390;117;211;73;x;x
2391;147;219;201;x;x
2392;215;106;0;x;x
2393;246;82;226;x;x
2394;35;139;127;x;x
2395;42;160;178;x;x
2396;119;2;243;x;x
2397;235;89;31;x;x
2398;254;157;27;x;x
2399;154;17;52;x;x
2400;88;225;197;x;x
2401;150;113;121;x;x
2402;152;170;172;x;x
2403;46;115;185;x;x
2404;199;133;226;x;x
2405;7;197;59;x;x
2406;190;199;84;x;x
2407;180;39;11;x;x
2408;210;204;19;x;x
2409;196;188;148;x;x
2410;135;119;176;x;x
2411;66;38;7;x;x
2412;45;113;168;x;x
2413;96;15;14;x;x
2414;28;121;16;x;x
2415;221;24;179;x;x
2416;21;133;19;x;x
2417;252;68;54;x;x
2418;11;224;228;x;x
2419;242;194;88;x;x
2420;246;26;203;x;x
2421;13;106;88;x;x
2422;58;202;186;x;x
2423;78;169;245;x;x
2424;133;231;129;x;x
2425;171;214;11;x;x
2426;72;4;224;x;x
2427;188;35;216;x;x
2428;4;0;213;x;x
2429;112;115;39;x;x
2430;232;34;59;x;x
2431;87;53;183;x;x
2432;114;225;5;x;x
2433;76;60;166;x;x
2434;196;16;162;x;x
2435;244;205;104;x;x
2436;201;139;236;x;x
2437;66;56;176;x;x
2438;94;95;186;x;x
2439;20;159;81;x;x
2440;106;169;139;x;x
2441;59;248;68;x;x
2442;89;33;30;x;x
2443;25;144;77;x;x
2444;237;125;24;x;x
2445;107;167;3;x;x
2446;83;102;190;x;x
2447;116;105;136;x;x
2448;36;176;103;x;x
2449;20;217;64;x;x
2450;77;163;187;x;x
2451;128;26;47;x;x
2452;134;24;83;x;x
2453;184;46;153;x;x
2454;109;78;180;x;x
2455;2;244;47;x;x
2456;41;19;152;x;x
2457;108;122;188;x;x
2458;69;148;21;x;x
2459;190;188;113;x;x
2460;6;251;30;x;x
2461;149;121;128;x;x
2462;193;55;88;x;x
2463;39;168;3;x;x
2464;78;15;15;x;x
2465;105;0;60;x;x
2466;90;131;212;x;x
2467;242;163;82;x;x
2468;9;197;102;x;x
2469;74;27;152;x;x
2470;109;166;144;x;x
2471;65;236;64;x;x
2472;38;153;185;x;x
2473;14;212;121;x;x
2474;15;120;242;x;x
2475;96;185;146;x;x
2476;80;175;128;x;x
2477;153;211;159;x;x
2478;28;228;177;x;x
2479;108;135;121;x;x
2480;36;92;146;x;x
2481;148;13;192;x;x
2482;149;52;252;x;x
2483;19;2;27;x;x
2484;32;161;60;x;x
2485;90;89;183;x;x
2486;219;219;221;x;x
2487;39;92;107;x;x
2488;164;168;59;x;x
2489;38;161;59;x;x
2490;153;202;181;x;x
2491;223;247;84;x;x
2492;240;142;154;x;x
2493;153;59;234;x;x
2494;21;167;98;x;x
2495;247;31;135;x;x
2496;250;255;33;x;x
2497;86;43;65;x;x
2498;0;201;93;x;x
2499;110;140;236;x;x
2500;239;45;244;x;x
2501;255;131;112;x;x
2502;196;238;241;x;x
2503;158;188;84;x;x
2504;112;128;17;x;x
2505;211;44;191;x;x
2506;247;215;47;x;x
2507;43;50;150;x;x
2508;115;45;75;x;x
2509;13;83;64;x;x
2510;210;158;25;x;x
2511;72;71;69;x;x
2512;233;82;221;x;x
2513;167;24;142;x;x
2514;123;1;68;x;x
2515;49;87;166;x;x
2516;119;4;172;x;x
2517;206;203;97;x;x
2518;198;95;237;x;x
2519;128;133;89;x;x
2520;18;69;209;x;x
2521;95;181;127;x;x
2522;91;19;58;x;x
2523;252;104;74;x;x
2524;39;128;252;x;x
2525;101;189;233;x;x
2526;192;242;200;x;x
2527;77;179;157;x;x
2528;171;179;235;x;x
2529;185;3;155;x;x
2530;242;53;96;x;x
2531;31;10;202;x;x
2532;110;66;220;x;x
2533;70;218;248;x;x
2534;123;63;18;x;x
2535;77;175;161;x;x
2536;191;26;134;x;x
2537;125;74;174;x;x
2538;66;67;99;x;x
2539;223;94;176;x;x
2540;160;108;123;x;x
2541;53;36;156;x;x
2542;54;124;8;x;x
2543;132;153;234;x;x
2544;108;50;160;x;x
2545;13;114;223;x;x
2546;182;226;67;x;x
2547;28;32;75;x;x
2548;177;255;175;x;x
2549;29;192;15;x;x
2550;118;217;237;x;x
2551;166;88;51;x;x
2552;85;64;124;x;x
2553;57;12;202;x;x
2554;231;157;44;x;x
2555;26;126;62;x;x
2556;117;58;221;x;x
2557;109;203;52;x;x
2558;163;95;107;x;x
2559;196;253;49;x;x
2560;173;202;39;x;x
2561;16;82;196;x;x
2562;47;19;32;x;x
2563;12;145;47;x;x
2564;205;212;92;x;x
2565;80;157;165;x;x
2566;7;197;236;x;x
2567;22;162;95;x;x
2568;247;114;62;x;x
2569;206;186;14;x;x
2570;220;190;186;x;x
2571;188;199;10;x;x
2572;155;209;181;x;x
2573;240;233;200;x;x
2574;205;77;210;x;x
2575;60;13;144;x;x
2576;238;12;36;x;x
2577;73;225;25;x;x
2578;103;193;243;x;x
2579;240;52;44;x;x
2580;176;5;247;x;x
2581;117;186;228;x;x
2582;194;188;194;x;x
2583;211;149;76;x;x
2584;183;7;156;x;x
2585;228;134;48;x;x
2586;59;58;65;x;x
2587;113;51;13;x;x
2588;147;120;168;x;x
2589;103;5;173;x;x
2590;66;237;108;x;x
2591;122;254;58;x;x
2592;58;82;188;x;x
2593;142;25;84;x;x
2594;255;125;248;x;x
2595;74;134;154;x;x
2596;64;210;253;x;x
2597;250;180;114;x;x
2598;176;196;183;x;x
2599;67;47;190;x;x
2600;46;231;225;x;x
2601;54;145;70;x;x
2602;23;223;108;x;x
2603;166;163;204;x;x
2604;127;28;232;x;x
2605;122;116;212;x;x
2606;42;35;179;x;x
2607;118;125;39;x;x
2608;71;46;75;x;x
2609;62;120;236;x;x
2610;234;13;252;x;x
2611;135;104;35;x;x
2612;104;189;112;x;x
2613;231;170;28;x;x
2614;98;241;108;x;x
2615;174;30;155;x;x
2616;147;161;62;x;x
2617;138;206;8;x;x
2618;93;241;148;x;x
2619;35;27;47;x;x
2620;56;113;71;x;x
2621;113;144;132;x;x
2622;237;47;130;x;x
2623;93;22;127;x;x
2624;246;149;98;x;x
2625;74;182;163;x;x
2626;82;122;87;x;x
2627;73;47;208;x;x
2628;140;166;113;x;x
2629;246;196;218;x;x
2630;72;108;111;x;x
2631;255;243;154;x;x
2632;38;71;150;x;x
2633;102;87;171;x;x
2634;197;54;252;x;x
2635;127;26;123;x;x
2636;118;77;227;x;x
2637;149;121;49;x;x
2638;159;214;35;x;x
2639;141;238;5;x;x
2640;249;123;48;x;x
2641;61;40;234;x;x
2642;18;64;66;x;x
2643;13;238;53;x;x
2644;177;58;225;x;x
2645;196;67;148;x;x
2646;197;250;8;x;x
2647;48;202;98;x;x
2648;204;208;33;x;x
2649;1;131;160;x;x
2650;8;69;115;x;x
2651;186;35;107;x;x
2652;203;68;238;x;x
2653;15;220;155;x;x
2654;121;151;223;x;x
2655;135;72;201;x;x
2656;149;20;215;x;x
2657;153;111;93;x;x
2658;185;60;110;x;x
2659;60;107;173;x;x
2660;51;204;24;x;x
2661;238;199;146;x;x
2662;158;93;199;x;x
2663;145;10;90;x;x
2664;152;130;156;x;x
2665;150;117;85;x;x
2666;134;120;173;x;x
2667;92;81;221;x;x
2668;127;13;189;x;x
2669;206;3;53;x;x
2670;86;156;166;x;x
2671;230;26;200;x;x
2672;88;127;128;x;x
2673;147;7;208;x;x
2674;142;38;224;x;x
2675;217;130;243;x;x
2676;67;251;184;x;x
2677;119;220;78;x;x
2678;191;223;196;x;x
2679;7;30;166;x;x
2680;254;253;246;x;x
2681;85;84;60;x;x
2682;113;225;196;x;x
2683;139;111;25;x;x
2684;249;64;207;x;x
2685;8;140;182;x;x
2686;107;138;189;x;x
2687;167;202;224;x;x
2688;23;247;246;x;x
2689;85;15;227;x;x
2690;127;209;109;x;x
2691;135;248;20;x;x
2692;240;85;104;x;x
2693;178;149;229;x;x
2694;157;49;89;x;x
2695;69;188;232;x;x
2696;96;45;40;x;x
2697;9;22;104;x;x
2698;62;85;14;x;x
2699;129;220;198;x;x
2700;92;63;250;x;x
2701;75;112;223;x;x
2702;179;53;85;x;x
2703;214;99;191;x;x
2704;181;158;131;x;x
2705;254;198;240;x;x
2706;88;225;96;x;x
2707;91;188;20;x;x
2708;221;191;232;x;x
2709;160;2;124;x;x
2710;32;99;207;x;x
2711;33;163;5;x;x
2712;44;11;33;x;x
2713;25;153;125;x;x
2714;27;215;91;x;x
2715;53;162;205;x;x
2716;238;141;183;x;x
2717;28;123;191;x;x
2718;230;186;139;x;x
2719;244;41;143;x;x
2720;185;11;160;x;x
2721;129;210;35;x;x
2722;45;149;77;x;x
2723;242;252;119;x;x
2724;9;163;130;x;x
2725;115;47;198;x;x
2726;244;181;225;x;x
2727;97;208;191;x;x
2728;216;21;187;x;x
2729;137;106;102;x;x
2730;59;208;121;x;x
2731;215;192;154;x;x
2732;74;85;96;x;x
2733;162;86;144;x;x
2734;245;179;39;x;x
2735;136;247;189;x;x
2736;119;154;216;x;x
2737;242;117;121;x;x
2738;149;254;84;x;x
2739;206;191;198;x;x
2740;51;86;30;x;x
2741;225;31;217;x;x
2742;144;3;161;x;x
2743;37;150;5;x;x
2744;107;164;218;x;x
2745;184;218;225;x;x
2746;161;70;112;x;x
2747;71;249;7;x;x
2748;108;147;193;x;x
2749;162;123;230;x;x
2750;215;197;164;x;x
2751;248;7;232;x;x
2752;182;145;131;x;x
2753;105;5;192;x;x
2754;150;71;7;x;x
2755;58;74;160;x;x
2756;30;184;118;x;x
2757;2;205;158;x;x
2758;195;220;90;x;x
2759;182;216;72;x;x
2760;218;55;125;x;x
2761;63;97;58;x;x
2762;101;63;241;x;x
2763;182;194;99;x;x
2764;243;95;241;x;x
2765;53;128;77;x;x
2766;184;182;152;x;x
2767;136;215;147;x;x
2768;116;28;251;x;x
2769;46;120;79;x;x
2770;236;20;147;x;x
2771;79;184;30;x;x
2772;78;96;192;x;x
2773;242;9;191;x;x
2774;214;216;132;x;x
2775;235;132;222;x;x
2776;236;169;6;x;x
2777;83;249;53;x;x
2778;208;184;36;x;x
2779;78;152;54;x;x
2780;152;46;75;x;x
2781;108;22;46;x;x
2782;184;196;114;x;x
2783;117;106;33;x;x
2784;229;71;120;x;x
2785;35;125;44;x;x
2786;185;63;255;x;x
2787;184;40;90;x;x
2788;202;145;213;x;x
2789;78;223;23;x;x
2790;204;153;141;x;x
2791;186;213;199;x;x
2792;164;218;74;x;x
2793;89;149;94;x;x
2794;39;29;150;x;x
2795;116;1;25;x;x
2796;120;0;162;x;x
2797;238;238;159;x;x
2798;137;203;97;x;x
2799;97;14;172;x;x
2800;79;152;28;x;x
2801;153;116;243;x;x
2802;109;151;214;x;x
2803;121;134;158;x;x
2804;17;59;11;x;x
2805;115;99;78;x;x
2806;188;112;204;x;x
2807;189;89;157;x;x
2808;12;30;89;x;x
2809;107;141;228;x;x
2810;123;140;115;x;x
2811;99;208;182;x;x
2812;59;101;131;x;x
2813;2;205;204;x;x
2814;146;85;213;x;x
2815;55;246;215;x;x
2816;184;80;69;x;x
2817;53;139;222;x;x
2818;247;166;69;x;x
2819;179;21;100;x;x
2820;79;104;191;x;x
2821;142;142;242;x;x
2822;98;200;180;x;x
2823;202;178;124;x;x
2824;213;147;32;x;x
2825;123;205;99;x;x
2826;184;89;2;x;x
2827;204;84;99;x;x
2828;150;210;80;x;x
2829;199;6;173;x;x
2830;104;190;23;x;x
2831;251;77;241;x;x
2832;110;28;74;x;x
2833;185;45;186;x;x
2834;195;147;140;x;x
2835;157;76;86;x;x
2836;247;27;110;x;x
2837;172;67;92;x;x
2838;154;132;177;x;x
2839;28;44;122;x;x
2840;139;23;181;x;x
2841;230;183;242;x;x
2842;167;98;240;x;x
2843;132;174;150;x;x
2844;41;16;199;x;x
2845;77;147;196;x;x
2846;23;162;229;x;x
2847;154;58;46;x;x
2848;30;175;123;x;x
2849;30;28;165;x;x
2850;33;121;1;x;x
2851;30;23;253;x;x
2852;36;231;194;x;x
2853;1;229;104;x;x
2854;184;59;67;x;x
2855;157;187;210;x;x
2856;189;162;51;x;x
2857;30;193;111;x;x
2858;218;25;139;x;x
2859;86;103;7;x;x
2860;189;88;168;x;x
2861;104;2;230;x;x
2862;203;164;187;x;x
2863;98;142;84;x;x
2864;79;50;56;x;x
2865;97;3;109;x;x
2866;105;99;143;x;x
2867;173;234;132;x;x
2868;7;150;115;x;x
2869;90;171;72;x;x
2870;224;131;148;x;x
2871;133;163;127;x;x
2872;251;33;66;x;x
2873;142;127;233;x;x
2874;26;104;138;x;x
2875;183;11;31;x;x
2876;13;131;28;x;x
2877;82;80;10;x;x
2878;171;27;1;x;x
2879;133;144;54;x;x
2880;104;105;64;x;x
2881;169;172;63;x;x
2882;127;106;145;x;x
2883;142;134;122;x;x
2884;43;195;7;x;x
2885;115;29;82;x;x
2886;219;61;234;x;x
2887;76;243;106;x;x
2888;170;36;4;x;x
2889;249;99;12;x;x
2890;243;153;44;x;x
2891;13;217;187;x;x
2892;34;146;243;x;x
2893;119;83;92;x;x
2894;235;242;52;x;x
2895;189;45;11;x;x
2896;123;212;52;x;x
2897;69;157;69;x;x
2898;199;21;60;x;x
2899;218;170;142;x;x
2900;0;153;223;x;x
2901;133;36;172;x;x
2902;162;249;73;x;x
2903;231;120;199;x;x
2904;232;162;112;x;x
2905;135;73;239;x;x
2906;141;63;168;x;x
2907;122;193;194;x;x
2908;126;43;228;x;x
2909;86;53;138;x;x
2910;173;125;56;x;x
2911;60;106;100;x;x
2912;160;167;12;x;x
2913;5;53;69;x;x
2914;11;11;8;x;x
2915;48;244;200;x;x
2916;179;98;46;x;x
2917;69;117;110;x;x
2918;43;23;161;x;x
2919;203;88;95;x;x
2920;30;24;150;x;x
2921;68;49;173;x;x
2922;38;116;147;x;x
2923;132;59;4;x;x
2924;105;56;146;x;x
2925;204;103;67;x;x
2926;18;190;81;x;x
2927;22;196;18;x;x
2928;176;61;207;x;x
2929;70;90;185;x;x
2930;183;36;22;x;x
2931;50;2;27;x;x
2932;76;134;195;x;x
2933;192;178;78;x;x
2934;69;58;176;x;x
2935;224;151;143;x;x
2936;4;2;52;x;x
2937;14;72;190;x;x
2938;109;119;178;x;x
2939;181;180;179;x;x
2940;244;99;113;x;x
2941;213;180;29;x;x
2942;73;139;239;x;x
2943;192;59;230;x;x
2944;114;21;146;x;x
2945;57;182;140;x;x
2946;57;110;17;x;x
2947;60;174;41;x;x
2948;104;235;82;x;x
2949;143;64;191;x;x
2950;14;11;138;x;x
2951;227;32;86;x;x
2952;179;14;22;x;x
2953;9;225;48;x;x
2954;192;193;9;x;x
2955;205;16;250;x;x
2956;212;104;89;x;x
2957;46;36;122;x;x
2958;127;29;14;x;x
2959;93;176;78;x;x
2960;12;200;65;x;x
2961;147;43;160;x;x
2962;43;32;37;x;x
2963;179;249;199;x;x
2964;80;185;148;x;x
2965;107;238;162;x;x
2966;1;37;75;x;x
2967;201;210;67;x;x
2968;65;141;212;x;x
2969;90;90;77;x;x
2970;41;119;201;x;x
2971;21;45;187;x;x
2972;210;10;253;x;x
2973;92;149;168;x;x
2974;64;50;173;x;x
2975;12;165;41;x;x
2976;49;86;38;x;x
2977;209;134;45;x;x
2978;175;159;27;x;x
2979;14;90;42;x;x
2980;208;49;57;x;x
2981;74;15;79;x;x
2982;157;1;236;x;x
2983;195;44;213;x;x
2984;74;173;33;x;x
2985;226;221;156;x;x
2986;103;150;165;x;x
2987;245;95;123;x;x
2988;245;43;118;x;x
2989;167;172;63;x;x
2990;223;131;26;x;x
2991;254;165;0;x;x
2992;166;52;81;x;x
2993;34;114;219;x;x
2994;217;227;186;x;x
2995;215;89;8;x;x
2996;47;38;170;x;x
2997;199;145;240;x;x
2998;101;211;55;x;x
2999;79;253;81;x;x
3000;2;107;96;x;x
3001;197;143;249;x;x
3002;20;202;254;x;x
3003;106;57;127;x;x
3004;168;171;224;x;x
3005;66;136;127;x;x
3006;214;159;249;x;x
3007;81;145;153;x;x
3008;92;19;21;x;x
3009;160;251;84;x;x
3010;252;154;171;x;x
3011;155;18;160;x;x
3012;29;148;88;x;x
3013;206;220;97;x;x
3014;204;52;249;x;x
3015;30;163;89;x;x
3016;61;152;239;x;x
3017;198;24;192;x;x
3018;236;167;130;x;x
3019;25;9;140;x;x
3020;12;140;163;x;x
3021;160;171;196;x;x
3022;64;147;154;x;x
3023;4;189;238;x;x
3024;73;92;68;x;x
3025;174;51;184;x;x
3026;174;158;255;x;x
3027;107;187;44;x;x
3028;40;104;90;x;x
3029;59;35;92;x;x
3030;109;115;83;x;x
3031;53;119;150;x;x
3032;159;47;67;x;x
3033;209;62;106;x;x
3034;115;84;63;x;x
3035;122;79;223;x;x
3036;80;65;179;x;x
3037;190;86;60;x;x
3038;169;25;52;x;x
3039;170;150;78;x;x
3040;103;0;227;x;x
3041;225;235;43;x;x
3042;65;163;253;x;x
3043;207;195;38;x;x
3044;67;250;71;x;x
3045;90;15;11;x;x
3046;155;158;38;x;x
3047;52;106;237;x;x
3048;175;252;232;x;x
3049;154;245;58;x;x
3050;65;21;155;x;x
3051;23;228;31;x;x
3052;183;98;32;x;x
3053;61;67;175;x;x
3054;80;205;99;x;x
3055;199;19;208;x;x
3056;40;50;118;x;x
3057;23;203;8;x;x
3058;80;68;66;x;x
3059;135;3;135;x;x
3060;162;8;228;x;x
3061;9;200;224;x;x
3062;149;254;9;x;x
3063;236;126;38;x;x
3064;16;249;201;x;x
3065;250;151;106;x;x
3066;46;57;25;x;x
3067;29;9;222;x;x
3068;21;27;126;x;x
3069;56;177;77;x;x
3070;194;178;52;x;x
3071;253;91;149;x;x
3072;50;245;142;x;x
3073;171;120;140;x;x
3074;5;33;156;x;x
3075;32;123;54;x;x
3076;219;233;172;x;x
3077;107;48;108;x;x
3078;154;111;39;x;x
3079;194;130;98;x;x
3080;204;150;204;x;x
3081;98;43;232;x;x
3082;93;72;140;x;x
3083;34;221;227;x;x
3084;96;23;129;x;x
3085;54;150;248;x;x
3086;38;249;68;x;x
3087;243;90;8;x;x
3088;76;38;218;x;x
3089;31;79;107;x;x
3090;172;254;205;x;x
3091;82;139;25;x;x
3092;44;249;110;x;x
3093;7;167;198;x;x
3094;105;123;90;x;x
3095;20;117;66;x;x
3096;116;237;57;x;x
3097;50;232;131;x;x
3098;49;85;135;x;x
3099;120;171;10;x;x
3100;196;234;176;x;x
3101;153;123;74;x;x
3102;80;135;104;x;x
3103;44;119;153;x;x
3104;11;87;150;x;x
3105;212;23;139;x;x
3106;107;238;246;x;x
3107;120;79;244;x;x
3108;207;141;190;x;x
3109;112;164;59;x;x
3110;135;155;76;x;x
3111;55;209;253;x;x
3112;191;70;161;x;x
3113;40;159;60;x;x
3114;19;5;121;x;x
3115;32;237;175;x;x
3116;187;212;85;x;x
3117;142;51;233;x;x
3118;183;180;92;x;x
3119;185;246;98;x;x
3120;146;212;66;x;x
3121;52;162;241;x;x
3122;186;214;48;x;x
3123;245;188;203;x;x
3124;39;67;217;x;x
3125;70;249;37;x;x
3126;226;140;144;x;x
3127;12;110;136;x;x
3128;215;36;145;x;x
3129;161;20;27;x;x
3130;228;109;55;x;x
3131;10;11;33;x;x
3132;83;227;132;x;x
3133;124;53;150;x;x
3134;119;103;145;x;x
3135;162;168;156;x;x
3136;212;157;146;x;x
3137;223;93;156;x;x
3138;22;148;235;x;x
3139;8;83;96;x;x
3140;143;8;143;x;x
3141;112;49;165;x;x
3142;58;225;1;x;x
3143;205;227;26;x;x
3144;112;106;16;x;x
3145;13;135;207;x;x
3146;217;160;14;x;x
3147;43;43;90;x;x
3148;114;149;147;x;x
3149;174;153;85;x;x
3150;34;175;146;x;x
3151;252;17;36;x;x
3152;41;36;127;x;x
3153;73;168;144;x;x
3154;233;200;138;x;x
3155;120;166;58;x;x
3156;31;38;227;x;x
3157;0;113;122;x;x
3158;17;98;4;x;x
3159;22;175;238;x;x
3160;169;214;139;x;x
3161;159;165;61;x;x
3162;143;216;155;x;x
3163;95;118;187;x;x
3164;61;97;48;x;x
3165;209;141;187;x;x
3166;203;79;87;x;x
3167;124;231;147;x;x
3168;128;206;218;x;x
3169;236;102;182;x;x
3170;82;90;235;x;x
3171;120;7;167;x;x
3172;17;124;150;x;x
3173;29;187;63;x;x
3174;71;107;40;x;x
3175;52;254;146;x;x
3176;100;7;21;x;x
3177;233;113;226;x;x
3178;29;72;52;x;x
3179;117;198;180;x;x
3180;109;33;217;x;x
3181;155;218;171;x;x
3182;121;91;118;x;x
3183;222;84;175;x;x
3184;146;164;102;x;x
3185;6;96;93;x;x
3186;250;162;103;x;x
3187;26;241;140;x;x
3188;51;37;113;x;x
3189;8;130;72;x;x
3190;155;46;32;x;x
3191;202;239;46;x;x
3192;138;213;210;x;x
3193;49;68;171;x;x
3194;122;101;141;x;x
3195;30;237;123;x;x
3196;217;110;73;x;x
3197;145;45;202;x;x
3198;56;19;14;x;x
3199;66;55;2;x;x
3200;162;11;212;x;x
3201;186;26;92;x;x
3202;108;211;217;x;x
3203;182;247;56;x;x
3204;161;37;170;x;x
3205;91;75;142;x;x
3206;246;239;101;x;x
3207;96;182;52;x;x
3208;6;45;124;x;x
3209;127;227;82;x;x
3210;216;230;16;x;x
3211;232;246;188;x;x
3212;221;23;36;x;x
3213;247;194;203;x;x
3214;253;171;147;x;x
3215;41;88;144;x;x
3216;170;236;0;x;x
3217;123;203;87;x;x
3218;234;55;11;x;x
3219;99;163;51;x;x
3220;206;28;15;x;x
3221;22;148;99;x;x
3222;9;142;194;x;x
3223;71;40;166;x;x
3224;52;136;77;x;x
3225;203;194;244;x;x
3226;241;118;165;x;x
3227;41;24;121;x;x
3228;77;42;135;x;x
3229;205;172;243;x;x
3230;222;144;116;x;x
3231;112;193;204;x;x
3232;54;229;202;x;x
3233;163;182;118;x;x
3234;92;42;215;x;x
3235;198;198;75;x;x
3236;90;116;22;x;x
3237;112;23;107;x;x
3238;202;218;228;x;x
3239;36;60;110;x;x
3240;11;196;223;x;x
3241;163;175;176;x;x
3242;43;167;194;x;x
3243;52;187;183;x;x
3244;19;201;28;x;x
3245;254;179;203;x;x
3246;9;118;165;x;x
3247;179;182;41;x;x
3248;25;36;235;x;x
3249;236;113;89;x;x
3250;218;151;173;x;x
3251;96;244;168;x;x
3252;227;233;120;x;x
3253;120;122;157;x;x
3254;215;115;96;x;x
3255;49;25;232;x;x
3256;76;119;189;x;x
3257;179;196;215;x;x
3258;236;206;2;x;x
3259;28;163;48;x;x
3260;158;242;72;x;x
3261;44;96;13;x;x
3262;77;52;3;x;x
3263;231;121;98;x;x
3264;135;246;183;x;x
3265;87;190;251;x;x
3266;177;248;76;x;x
3267;207;88;239;x;x
3268;20;209;75;x;x
3269;167;88;176;x;x
3270;14;87;112;x;x
3271;166;206;10;x;x
3272;83;45;173;x;x
3273;41;43;182;x;x
3274;95;102;59;x;x
3275;44;160;47;x;x
3276;68;9;35;x;x
3277;202;36;244;x;x
3278;164;84;107;x;x
3279;225;76;91;x;x
3280;217;67;32;x;x
3281;104;160;216;x;x
3282;163;103;177;x;x
3283;156;130;192;x;x
3284;101;205;235;x;x
3285;2;206;139;x;x
3286;192;7;10;x;x
3287;141;129;201;x;x
3288;176;27;179;x;x
3289;76;115;12;x;x
3290;81;130;179;x;x
3291;150;36;54;x;x
3292;206;113;35;x;x
3293;115;105;8;x;x
3294;76;82;154;x;x
3295;253;167;145;x;x
3296;234;53;79;x;x
3297;58;199;26;x;x
3298;79;106;195;x;x
3299;105;147;226;x;x
3300;210;172;174;x;x
3301;132;169;143;x;x
3302;205;13;217;x;x
3303;82;130;193;x;x
3304;234;215;147;x;x
3305;188;3;171;x;x
3306;50;18;38;x;x
3307;49;100;32;x;x
3308;55;39;157;x;x
3309;150;43;211;x;x
3310;219;231;114;x;x
3311;134;191;155;x;x
3312;104;175;72;x;x
3313;39;216;92;x;x
3314;240;54;165;x;x
3315;107;43;5;x;x
3316;206;22;184;x;x
3317;160;246;248;x;x
3318;97;33;92;x;x
3319;26;243;44;x;x
3320;28;60;167;x;x
3321;155;8;7;x;x
3322;135;239;88;x;x
3323;180;206;162;x;x
3324;220;82;95;x;x
3325;47;19;51;x;x
3326;147;75;184;x;x
3327;20;83;198;x;x
3328;84;109;147;x;x
3329;63;202;74;x;x
3330;32;31;95;x;x
3331;173;137;126;x;x
3332;9;19;50;x;x
3333;181;101;69;x;x
3334;191;63;43;x;x
3335;126;196;72;x;x
3336;14;0;175;x;x
3337;121;2;116;x;x
3338;222;21;102;x;x
3339;33;2;149;x;x
3340;5;119;75;x;x
3341;196;128;54;x;x
3342;228;48;16;x;x
3343;57;75;247;x;x
3344;73;140;240;x;x
3345;249;82;239;x;x
3346;69;253;158;x;x
3347;53;31;98;x;x
3348;20;108;200;x;x
3349;139;179;74;x;x
3350;112;8;156;x;x
3351;168;115;182;x;x
3352;103;142;24;x;x
3353;253;240;68;x;x
3354;63;158;129;x;x
3355;75;73;125;x;x
3356;26;235;183;x;x
3357;157;2;78;x;x
3358;88;210;194;x;x
3359;120;150;178;x;x
3360;145;69;77;x;x
3361;198;124;238;x;x
3362;178;24;57;x;x
3363;219;163;29;x;x
3364;128;12;143;x;x
3365;227;249;75;x;x
3366;23;36;140;x;x
3367;173;157;65;x;x
3368;192;93;148;x;x
3369;60;77;101;x;x
3370;31;240;62;x;x
3371;219;6;119;x;x
3372;72;40;213;x;x
3373;47;253;138;x;x
3374;192;35;24;x;x
3375;151;55;228;x;x
3376;183;49;129;x;x
3377;87;149;159;x;x
3378;167;215;221;x;x
3379;47;176;90;x;x
3380;148;225;121;x;x
3381;11;252;28;x;x
3382;109;93;2;x;x
3383;30;200;228;x;x
3384;169;120;136;x;x
3385;82;62;33;x;x
3386;188;55;208;x;x
3387;176;200;55;x;x
3388;136;104;52;x;x
3389;42;176;162;x;x
3390;11;223;136;x;x
3391;150;15;141;x;x
3392;98;137;11;x;x
3393;238;175;23;x;x
3394;228;81;4;x;x
3395;44;174;237;x;x
3396;71;151;104;x;x
3397;162;198;83;x;x
3398;234;155;98;x;x
3399;196;4;215;x;x
3400;105;45;124;x;x
3401;89;240;49;x;x
3402;227;151;158;x;x
3403;188;209;50;x;x
3404;191;160;13;x;x
3405;2;66;122;x;x
3406;214;125;177;x;x
3407;217;80;61;x;x
3408;42;119;248;x;x
3409;129;249;46;x;x
3410;218;22;74;x;x
3411;23;179;227;x;x
3412;175;73;142;x;x
3413;133;239;7;x;x
3414;193;219;24;x;x
3415;195;43;136;x;x
3416;170;109;95;x;x
3417;177;44;65;x;x
3418;255;86;2;x;x
3419;183;176;78;x;x
3420;69;210;250;x;x
3421;78;100;238;x;x
3422;187;252;239;x;x
3423;140;86;241;x;x
3424;4;151;227;x;x
3425;164;162;13;x;x
3426;119;125;219;x;x
3427;94;14;115;x;x
3428;224;36;121;x;x
3429;205;193;7;x;x
3430;117;137;93;x;x
3431;150;73;26;x;x
3432;174;175;84;x;x
3433;3;229;235;x;x
3434;127;204;118;x;x
3435;239;123;86;x;x
3436;206;221;38;x;x
3437;200;110;252;x;x
3438;215;101;161;x;x
3439;151;102;112;x;x
3440;185;84;57;x;x
3441;242;77;107;x;x
3442;28;231;82;x;x
3443;62;195;51;x;x
3444;228;248;131;x;x
